,ap0,ap1,ap2,ap3,ap4,result_x,result_y
62,-64.8274226494,-64.7438517532,-80.9364057181,-103.009423413,-77.535112546,0,6
63,-68.4678078081,-66.7610093795,-81.0432354963,-102.625221974,-79.4510596224,0,6
64,-66.7184234607,-65.4364684264,-82.0749201396,-103.044744451,-77.8088884765,0,6
65,-68.4418846496,-66.382215971,-82.7928659582,-103.335988111,-77.1292344247,0,6
66,-66.9550137464,-65.9871119776,-82.1103567065,-102.970796156,-78.2565590882,0,6
67,-67.7294807719,-64.3938749756,-82.1351055647,-101.759188956,-75.6041483707,0,6
68,-67.0857258281,-64.5685538075,-82.4633681928,-102.502494369,-77.0113181808,0,6
69,-67.8959305708,-65.9791926005,-82.2079636501,-103.685181518,-77.6529360275,0,6
70,-66.7039720649,-64.4714132299,-80.4560792453,-102.508653614,-75.6341882083,0,6
71,-68.0838408658,-64.5094720767,-82.2305161914,-102.672166616,-78.5149648721,0,6
72,-65.7657553157,-64.2490764382,-82.6175342352,-104.032753341,-76.6908137202,0,6
73,-67.0205576625,-66.136049806,-83.1298094543,-102.376290111,-79.6527954118,0,6
74,-68.7675108889,-65.2035412329,-81.4207255649,-104.536155861,-76.5966409843,0,6
75,-65.6951097332,-64.2763294633,-82.1129246576,-103.475547206,-78.5035017817,0,6
76,-68.3698676995,-65.9268150898,-80.4179509534,-101.965281746,-77.1321439144,0,6
77,-67.3307928514,-63.4735294797,-83.0406917277,-103.322388039,-78.8491961823,0,6
78,-67.7355781268,-65.9375395559,-81.8621290301,-103.554253448,-78.6013672933,0,6
79,-68.398051511,-63.475289618,-80.8014469803,-103.104452037,-77.8430053546,0,6
80,-59.7690500845,-65.2283114501,-84.029241724,-106.307000225,-80.8043086431,0,8
81,-58.8498963804,-65.3557462209,-82.0573864414,-106.670463406,-79.6695516874,0,8
82,-58.3227644311,-65.3398364724,-84.1550075341,-106.689259081,-82.4891352301,0,8
83,-59.3974930634,-66.4859461773,-82.8190913673,-106.670675253,-81.2541726534,0,8
84,-60.6319582983,-62.1826307744,-84.1436452879,-104.615924656,-80.9439214548,0,8
85,-59.6190862433,-66.4669226506,-82.361601874,-107.514949389,-80.1809753326,0,8
86,-58.7725150209,-65.8516614827,-83.8921751217,-108.397335395,-80.639723865,0,8
87,-59.152957538,-66.1122138951,-84.4368287063,-107.038204814,-81.1442072061,0,8
88,-57.6754666884,-65.2773133348,-82.2075684469,-103.687859796,-82.7814171269,0,8
89,-60.7885621137,-64.9072850247,-82.297337033,-108.457262131,-79.92935398,0,8
90,-59.4774188358,-64.3108906965,-85.3846502513,-105.184968976,-81.9787944377,0,8
91,-60.3963722775,-65.1434119396,-82.1261561818,-104.301251574,-79.9728045687,0,8
92,-58.1915194945,-65.3087424217,-83.5675717084,-105.524093006,-81.2687789558,0,8
93,-60.5633852317,-64.8803901604,-83.2978577426,-105.544289799,-78.5773550964,0,8
94,-58.9501748551,-64.1912815173,-83.0043023819,-105.224286135,-81.023700209,0,8
95,-60.3693648036,-66.0000485564,-84.3193528305,-106.272984152,-81.1570071032,0,8
96,-59.4105733581,-64.6630182098,-83.1062697819,-105.859098549,-82.2968039117,0,8
97,-60.5136746743,-65.9739980411,-84.5051090989,-106.78102354,-81.0628712786,0,8
98,-60.1703716306,-65.0409625258,-86.2810674055,-106.956023329,-81.0201044963,0,8
99,-59.9570562893,-64.7883063152,-84.5042964022,-106.448455782,-79.6976830059,0,8
100,-57.0077161574,-68.0184498804,-76.7894802048,-93.4203739831,-81.5692966833,0,10
101,-56.1120059581,-68.0808787072,-75.5664061094,-94.5493196216,-80.774600646,0,10
102,-57.0722404032,-67.7566803522,-76.824096547,-94.455695374,-81.2905555967,0,10
103,-54.2527387387,-68.5001438235,-76.2891630916,-93.1219786354,-83.9397345158,0,10
104,-56.6194917999,-69.015104934,-76.4033521471,-91.6654864528,-80.80965441,0,10
105,-57.7970365153,-66.2643809106,-77.6152027516,-91.6890465051,-81.6145602402,0,10
106,-56.0904967716,-68.283731649,-76.9723597839,-92.8921344893,-80.3942195375,0,10
107,-56.027494565,-68.3855789721,-76.9979499684,-94.6662908581,-81.6258415447,0,10
108,-59.1927538934,-67.6505110479,-77.0563428544,-91.863281579,-79.7708885502,0,10
109,-58.0292993151,-68.8369711737,-77.2192787543,-91.873223319,-82.690269532,0,10
110,-57.4257743254,-69.7522595076,-76.7418345851,-94.1990006878,-82.5411714381,0,10
111,-55.7243704244,-68.6644091251,-75.5676733046,-92.9095173247,-82.9433592005,0,10
112,-58.4535213996,-69.7313093562,-75.2568913947,-93.4933925019,-82.6415814674,0,10
113,-58.5595755188,-67.7424469311,-76.0130062044,-93.2999040849,-82.0627304015,0,10
114,-58.5011425228,-65.755824197,-77.104207316,-92.8848209924,-82.119273948,0,10
115,-57.6975710737,-68.1200217333,-77.0650538646,-91.9074972242,-83.2764260479,0,10
116,-56.1426608782,-68.7307508154,-76.3367831119,-92.5531574284,-80.7682803321,0,10
117,-57.3109344592,-68.1248036672,-77.4644049969,-93.167192143,-81.6682823026,0,10
118,-56.952652751,-69.3846548993,-76.1087613913,-92.6492709639,-81.7615535997,0,10
119,-58.4819003069,-67.9068891455,-78.1160496124,-93.2551798363,-80.6998828246,0,10
120,-52.9853962468,-64.2686307885,-78.5483918913,-92.3667421719,-94.4972116964,0,12
121,-51.3744020517,-64.144287252,-78.8354811709,-92.6573429046,-94.2107907506,0,12
122,-53.0595706106,-64.3340469276,-79.4261814812,-91.5968188145,-94.066977359,0,12
123,-54.6260483163,-64.7538969413,-77.9567277155,-93.8963223647,-96.2920590601,0,12
124,-52.4520959244,-65.5938888671,-76.3258200459,-92.0915196008,-94.7634076762,0,12
125,-51.8331038224,-64.7752440019,-77.3763068213,-90.6129735033,-94.3676830941,0,12
126,-52.3923777966,-64.2896108635,-79.095193776,-92.8857659386,-94.0508045097,0,12
127,-54.6013528274,-63.7422267701,-78.4429429167,-91.1271649226,-94.4739037142,0,12
128,-52.5738281918,-64.1075697082,-78.8681639086,-93.5629086513,-96.0543631696,0,12
129,-51.6460027722,-63.1293894957,-79.5534468489,-91.6952618251,-95.2816273458,0,12
130,-53.8428168488,-64.9333322605,-79.0802316556,-92.0497853289,-92.6878489218,0,12
131,-54.9066136966,-64.3042713349,-80.1209349223,-93.7348966597,-93.6616670137,0,12
132,-54.1029368438,-64.8425086039,-77.3658252455,-92.4417985814,-94.3805090366,0,12
133,-53.4822915667,-63.5645003587,-80.6058631296,-91.6235787304,-93.9652208967,0,12
134,-52.7689978802,-62.9418732333,-79.7489456769,-93.2361483411,-95.5111211386,0,12
135,-53.5558934582,-63.8735909081,-79.2161602152,-92.1963140589,-94.0274066349,0,12
136,-52.2317407046,-63.3669855888,-79.1627765044,-93.3436818707,-93.6955778542,0,12
137,-51.1366598026,-64.0909665431,-77.9023235939,-92.9707215947,-95.3837010535,0,12
138,-53.174392377,-62.9443352202,-78.2630071416,-91.8395382809,-93.0901134073,0,12
139,-51.9248960958,-64.994985206,-79.1453624717,-93.3395332838,-94.3453377824,0,12
140,-41.8461267592,-69.055836904,-76.2205446987,-88.9025442077,-89.1066433134,0,14
141,-38.8872875842,-70.3272035598,-78.8243357526,-86.975087493,-89.5072696835,0,14
142,-41.285954917,-68.9469710022,-75.415277258,-87.8392991678,-88.9301038038,0,14
143,-42.1232216589,-69.5816531803,-76.9613978496,-90.0282064763,-87.6070449755,0,14
144,-42.0483589822,-68.3026911326,-76.1333965565,-87.3151675498,-88.3676767625,0,14
145,-40.6844315077,-69.2142272167,-78.0346928924,-88.1465271899,-87.5941085183,0,14
146,-41.9191204626,-70.3255094463,-76.8223544621,-88.7443793082,-87.0216234981,0,14
147,-41.9375371181,-69.7561380914,-75.3323265442,-90.6507440652,-88.6906001605,0,14
148,-42.1709870296,-69.4566390172,-75.1476134455,-86.4073049594,-89.8439846187,0,14
149,-43.213619394,-69.3857241973,-75.3425336603,-89.447199251,-89.2954439029,0,14
150,-41.7506869164,-66.5774490554,-76.3487194519,-87.3440874123,-89.1106412255,0,14
151,-41.9590802611,-69.6484168472,-76.9581726436,-86.9835805523,-88.8080723754,0,14
152,-42.3985755191,-69.2813355539,-75.6077823604,-89.8831875271,-90.1663151049,0,14
153,-41.9178776639,-69.364577697,-75.3167896728,-90.9377960888,-89.1226461145,0,14
154,-41.45854181,-69.1016360105,-75.4651653989,-88.6297228862,-91.4199724948,0,14
155,-40.9344590168,-68.1665197521,-77.041545798,-90.0880265133,-89.4871031114,0,14
156,-43.0119327349,-68.1021323909,-77.2536794961,-88.4346298592,-90.140972726,0,14
157,-40.7808362815,-68.0113192592,-76.8099657286,-88.6704110093,-87.7629239353,0,14
158,-40.8340201445,-68.1955433337,-76.6614328891,-88.0146307854,-91.0657267402,0,14
159,-41.6765667297,-70.041781062,-77.8349961991,-89.1041579569,-89.367814725,0,14
160,-40.4577794648,-66.6902507521,-76.7733720634,-89.5517002396,-89.1092774018,0,16
161,-39.8942358055,-66.1443708405,-77.6738291826,-90.7958600451,-90.4056234446,0,16
162,-40.6554706433,-64.8322133793,-74.9592062896,-91.280587125,-90.8499019957,0,16
163,-39.8541781062,-65.0102527778,-77.0180544658,-89.8927721585,-89.4178889806,0,16
164,-39.91754678,-66.4275349364,-76.5313915756,-90.7090736027,-88.9931218818,0,16
165,-39.4026144762,-66.2345432363,-77.7539356137,-88.2260001661,-89.1330969272,0,16
166,-41.0246428657,-67.8844529321,-75.5789944786,-90.3176001363,-89.9561732338,0,16
167,-40.3759920788,-65.6243648932,-75.3974793139,-88.9001726522,-88.8954396105,0,16
168,-40.7373359575,-66.159892437,-78.6671448542,-88.7651422818,-89.1750963218,0,16
169,-37.362376647,-66.9544015041,-77.6276885068,-88.0763524948,-88.9907115917,0,16
170,-39.6679551554,-67.0293282438,-77.1510842797,-88.7297433159,-87.7374584573,0,16
171,-41.8161041319,-65.539044874,-77.4999383731,-89.1364698725,-88.4307606189,0,16
172,-41.8949329031,-66.6148209822,-78.2636705585,-90.2449887189,-88.0338685468,0,16
173,-41.5557760834,-66.5909080272,-77.0234512613,-89.0398942001,-89.726023177,0,16
174,-39.2720058378,-65.9230282476,-78.2178955218,-91.2538347051,-89.3938429641,0,16
175,-39.463312387,-67.4377060245,-77.5051592131,-88.468340499,-89.7825756421,0,16
176,-38.9098902814,-66.0839597375,-79.3806440302,-90.590278778,-89.5940467439,0,16
177,-40.8218935789,-66.0538380869,-77.0973719071,-88.344818519,-89.2615978122,0,16
178,-39.7652880779,-65.7323283952,-76.9694524324,-90.0666878151,-90.4990927273,0,16
179,-40.7641963635,-66.5453268397,-76.4403688709,-89.9422588521,-88.4131164113,0,16
180,-46.7438055986,-67.7006856256,-79.1647029355,-97.2235677024,-89.0862832258,0,18
181,-45.1687792414,-66.3204394505,-75.8323221263,-96.9677799983,-87.7018767007,0,18
182,-46.6916892379,-67.4898761539,-79.1898397403,-97.8483792155,-87.6268553754,0,18
183,-48.959357465,-69.8610178104,-81.4068739667,-98.0279638982,-89.4926459054,0,18
184,-47.0655641246,-66.7256146356,-77.8494498143,-97.1140322265,-90.6030818845,0,18
185,-44.494183629,-68.7361026191,-80.2133219907,-96.4275189948,-88.2990444135,0,18
186,-45.4873090867,-67.830494956,-81.0515066403,-98.6610288438,-89.5408881093,0,18
187,-47.6650202422,-67.1086780645,-79.8040704438,-97.1381094244,-88.7166004574,0,18
188,-47.2501320056,-68.1751611063,-78.4137365584,-98.1084972539,-89.7644997902,0,18
189,-45.6449211444,-67.762778875,-79.1943823285,-96.8408896677,-88.5206865556,0,18
190,-47.1729941095,-66.4358395769,-79.8835984757,-96.8786432822,-89.1273937897,0,18
191,-44.9337601593,-67.6817150266,-80.5140732121,-97.4224408693,-88.6574832411,0,18
192,-48.578451076,-67.7398747603,-79.6392289551,-96.8376282028,-90.056893647,0,18
193,-47.2382866983,-69.4989984415,-78.3478669893,-96.6820286521,-88.0264112138,0,18
194,-45.6228817016,-68.4668746103,-78.6910864326,-96.3680061278,-89.7786191965,0,18
195,-49.4415380091,-68.8231660924,-79.00087868,-96.9059204498,-88.230787427,0,18
196,-47.5978127954,-67.0751098888,-79.7590648352,-98.8582032734,-89.7796719053,0,18
197,-46.0439603566,-68.6187847678,-76.2771001185,-96.5717587481,-86.9191747117,0,18
198,-45.4409595877,-66.6916935697,-78.3026735828,-97.377975713,-87.9012817689,0,18
199,-45.1361098991,-69.1735575849,-80.3790466689,-96.710657863,-90.9429317601,0,18
200,-71.7033408149,-62.7459415357,-80.7116179459,-102.917440176,-87.5218688958,2,0
201,-72.0278576605,-63.2083757037,-80.5396554166,-103.172618036,-86.3826677672,2,0
202,-70.9665862778,-61.9346538668,-79.1068873414,-102.430622559,-85.5213607648,2,0
203,-71.5677728397,-64.1337886017,-80.7612860198,-101.170927923,-89.210951192,2,0
204,-71.8142776685,-62.41073439,-80.3308399181,-101.745583603,-87.929424024,2,0
205,-70.6619167485,-62.7170875159,-81.3287915702,-104.788582085,-88.4111509862,2,0
206,-72.9991030553,-62.1152853924,-80.6090038074,-102.627699389,-87.6565082463,2,0
207,-71.443426315,-62.7001351385,-79.9159040067,-101.86426053,-89.566274485,2,0
208,-70.1717660188,-62.5449484165,-81.0214380274,-102.695012588,-86.6423964602,2,0
209,-72.6072472727,-63.2096035788,-82.3681608879,-102.963602297,-87.8370389958,2,0
210,-70.272181895,-63.5983755564,-80.9225136242,-102.4335787,-86.4315613194,2,0
211,-70.3924258768,-61.9344650654,-81.5978204835,-104.27683837,-88.0260644595,2,0
212,-72.4696723061,-62.3357804598,-80.8818642408,-101.9982274,-88.1122872266,2,0
213,-72.7884824885,-61.255262034,-81.2203645191,-102.435707168,-89.4471147027,2,0
214,-72.7452082078,-63.8871726382,-81.8707812167,-103.138950706,-89.1381340899,2,0
215,-71.416405675,-63.7737596682,-80.9550938946,-103.354428297,-88.3127887471,2,0
216,-70.7507059445,-63.4765645893,-81.2910246295,-103.885738634,-89.059255844,2,0
217,-72.7664068028,-61.1415042818,-82.5156958217,-102.792291057,-88.2409111862,2,0
218,-71.7873852281,-61.8138505975,-81.7997857593,-102.490172473,-86.5604343625,2,0
219,-73.6059725695,-63.7842073006,-80.4536365999,-103.006528715,-88.3258251448,2,0
220,-70.4799163389,-62.6087508982,-80.7142163443,-102.930403775,-82.2374209863,2,2
221,-72.4215808615,-61.9283593243,-80.5470105531,-102.66953853,-80.8812536032,2,2
222,-70.9740783643,-62.8494484303,-81.5008448798,-101.722041408,-82.4243520372,2,2
223,-72.0676063321,-63.3248231137,-80.8580746717,-102.515820606,-79.9510741526,2,2
224,-70.5041264458,-62.9414859017,-82.2013817575,-102.788733089,-80.5869754334,2,2
225,-70.3999068832,-60.8868172232,-81.9743591863,-102.824459068,-81.900686055,2,2
226,-71.5071553474,-62.5074242065,-81.5148723862,-103.91040096,-79.8622045494,2,2
227,-70.4597040862,-61.3205694899,-80.7019797295,-103.507495969,-81.7374077778,2,2
228,-70.1750365261,-62.6530987108,-80.8039909799,-101.766937782,-82.3676588138,2,2
229,-71.227688473,-62.0524831642,-80.2071264895,-101.365441632,-83.9994446121,2,2
230,-70.5452169513,-63.3167238639,-81.3797215604,-102.93532902,-81.7744191866,2,2
231,-70.8655714838,-62.5711582177,-80.5823441054,-102.485362882,-82.6539611929,2,2
232,-70.4621216309,-65.5271720136,-82.0886655744,-102.38320006,-82.332350369,2,2
233,-72.572792468,-63.4489007181,-82.6187814828,-102.946342891,-81.7742629247,2,2
234,-71.1235432892,-63.8651760163,-81.1414484632,-103.675697338,-81.5606039385,2,2
235,-69.6564571352,-62.3379877514,-79.5868817134,-103.443142171,-82.7376178267,2,2
236,-72.6886524975,-61.7891639948,-79.9930354535,-102.287867308,-83.8852559861,2,2
237,-70.9879519986,-63.4313434361,-80.6628258413,-102.992485125,-82.3472539727,2,2
238,-70.7807102533,-62.2959075049,-82.0696058081,-104.215765692,-81.7504836807,2,2
239,-70.9831832333,-61.134942612,-79.9927443629,-104.159800666,-82.5847355395,2,2
240,-69.0556674993,-62.6536578763,-80.6957759344,-102.914225319,-80.1132502838,2,4
241,-69.6126809165,-63.5034579648,-83.0994919489,-102.17818024,-79.6126446201,2,4
242,-67.7892961905,-63.0632337158,-80.3386796942,-102.411791429,-80.0747154153,2,4
243,-68.9071890451,-64.4943011821,-80.8364817361,-103.827797671,-79.7615564529,2,4
244,-69.6058761042,-64.1084201859,-80.2319435524,-103.069928278,-78.8558147341,2,4
245,-69.9635179956,-62.8794932558,-79.2082874299,-102.856409508,-79.8924903212,2,4
246,-70.8723690928,-62.9492428101,-80.3388627867,-103.630847408,-79.6779496815,2,4
247,-69.6880184557,-61.704226131,-81.1738133627,-103.825661103,-78.4758362371,2,4
248,-68.1766458588,-61.3481902329,-80.7569452794,-104.823048432,-80.5830197752,2,4
249,-67.2036261847,-62.5808594862,-81.2874497102,-102.551107371,-80.0225196244,2,4
250,-68.9513639682,-63.3946553428,-80.0878145469,-102.076874942,-80.1276352288,2,4
251,-68.9921031834,-62.0770241597,-80.5169697727,-103.043467068,-79.7505692183,2,4
252,-69.8641128968,-62.8115401493,-80.9709576832,-102.61297956,-79.4884263579,2,4
253,-69.2073802523,-62.2846531711,-81.4209623002,-102.946857157,-79.9095978703,2,4
254,-68.2907247265,-64.2312264129,-80.1622076376,-103.568046658,-81.8194796223,2,4
255,-67.9514389841,-62.0921720883,-81.1201458004,-101.877755439,-80.3022991082,2,4
256,-69.316743911,-63.3393769459,-79.5518799633,-104.494648398,-81.4459387704,2,4
257,-68.2335549625,-63.4933124642,-81.4269664722,-103.215212826,-81.5075644914,2,4
258,-69.9110378702,-62.1461127147,-80.1009825089,-100.553029748,-82.1870110943,2,4
259,-68.1079076342,-63.9085168715,-80.3203673709,-102.991378953,-79.7554820798,2,4
260,-67.351473588,-62.8595061284,-80.6511025282,-102.868484756,-75.2295643836,2,6
261,-67.2541050213,-63.5470451979,-79.2944459912,-102.481878088,-73.4283950865,2,6
262,-65.9620236316,-62.2534152409,-81.4423637576,-102.672119434,-73.8958153837,2,6
263,-67.3915780108,-63.4361454781,-80.2697953334,-101.664129503,-74.4394493543,2,6
264,-67.4226157634,-62.3639575306,-78.5793450181,-101.894709295,-72.7595339534,2,6
265,-67.46102797,-63.8635708648,-81.6474100802,-103.72793811,-74.6811865186,2,6
266,-68.8548777151,-64.8503664511,-80.0930920742,-104.146647731,-74.5678105539,2,6
267,-66.3284396373,-61.8745207466,-80.8369733556,-101.614353591,-73.8069293957,2,6
268,-67.2024930879,-62.7399344707,-80.8511433683,-101.812335126,-72.620498377,2,6
269,-66.7924495852,-63.4672030967,-80.395445786,-102.2988616,-75.7838184506,2,6
270,-66.9269617105,-64.3409569891,-80.3127458125,-102.181266584,-75.2612989468,2,6
271,-67.2098406233,-63.6810365533,-80.7425472576,-103.455866773,-74.2898478272,2,6
272,-67.9610955307,-63.5069133246,-79.4540847524,-102.430761358,-75.2244369054,2,6
273,-66.7268976843,-63.0061945234,-79.9864469748,-100.78473153,-75.6028071762,2,6
274,-66.694379065,-61.2448732645,-81.0105160255,-102.249372311,-77.5448885267,2,6
275,-66.5320504272,-61.7499680167,-80.0083163069,-103.748224773,-74.7772072701,2,6
276,-67.8736569598,-62.8236127583,-80.2391327543,-102.371779262,-74.9285062588,2,6
277,-67.7972667216,-65.0978527072,-82.9746415034,-102.380726724,-75.6970449821,2,6
278,-66.7698468766,-63.7230075034,-82.150990342,-103.341558082,-74.3465438606,2,6
279,-68.6630712629,-61.0191158516,-80.9161691187,-101.965487924,-74.8426526983,2,6
280,-59.7792180287,-65.8172130663,-77.6154737973,-99.8734514161,-74.5318457631,2,8
281,-60.2492065857,-65.4260772123,-78.7337303596,-98.4606417666,-75.0689065607,2,8
282,-57.5534430036,-65.4229884882,-78.5413338047,-99.8607982707,-74.2885526724,2,8
283,-59.1464797306,-66.7730455372,-78.5524426624,-99.836727739,-75.7703930958,2,8
284,-59.4239779654,-65.3680224133,-76.5051222675,-100.556535304,-74.8651861985,2,8
285,-57.7551517341,-65.0591189585,-77.1750332357,-100.332888774,-74.2257234692,2,8
286,-59.9840517935,-66.5585618823,-77.2498585942,-101.051718533,-75.0867229288,2,8
287,-59.4479243461,-64.1388731873,-78.8467888571,-99.0123380711,-74.4491070049,2,8
288,-58.4961077067,-67.667041267,-77.5589659265,-99.5276423357,-74.330412954,2,8
289,-60.1381698292,-65.5712687217,-78.811215083,-98.9818584778,-73.4596253177,2,8
290,-59.3766998093,-65.5757298751,-76.3671989883,-100.314480446,-76.5197510763,2,8
291,-58.5455652516,-65.6603968395,-78.5228589427,-99.1349992271,-73.2900466278,2,8
292,-60.1889605887,-65.1401729631,-78.8839675218,-99.7617796282,-74.9825553191,2,8
293,-61.2036412122,-65.9609320388,-78.2266735582,-98.667675956,-73.5850012862,2,8
294,-60.5541497914,-64.0814350071,-77.3557368707,-98.2076414637,-76.1001762957,2,8
295,-59.4285969484,-64.7716314678,-76.9647843088,-101.623360928,-74.2894689339,2,8
296,-59.0160056196,-64.8166851171,-77.7125131552,-101.05625247,-76.1299334602,2,8
297,-58.1951369551,-66.5947512446,-79.59173667,-98.4291467379,-74.2205769037,2,8
298,-59.3287451731,-69.1884557358,-78.6592579631,-98.7375153232,-75.1726924166,2,8
299,-59.5407416464,-64.7441254781,-76.0088527281,-99.1180337222,-74.6650759308,2,8
300,-57.0259571174,-62.2347019964,-77.566947442,-92.6045869412,-80.5992536699,2,10
301,-57.1212237406,-61.4487700465,-78.1259803339,-92.6157079875,-80.5710934429,2,10
302,-57.4277571314,-63.3481092894,-76.9214739486,-93.5486096891,-79.6578959636,2,10
303,-59.8792343536,-61.3205161248,-76.6910336508,-91.4252148581,-80.0066559245,2,10
304,-55.9803769412,-63.6271094386,-77.5007096911,-92.8315378038,-80.2049358651,2,10
305,-57.6825676462,-62.6565542308,-77.1008050214,-92.4059919511,-80.2943733502,2,10
306,-56.3350944093,-61.8312359079,-77.2458660648,-91.7966734907,-80.5502388328,2,10
307,-55.972603461,-61.2241257585,-76.6897879486,-93.2871758752,-79.6161902916,2,10
308,-56.7021945265,-61.0790097899,-76.103774062,-92.3438510605,-82.7933829918,2,10
