,ap0,ap1,ap2,ap3,ap4,result_x,result_y
687,-57.050570075,-57.8923985961,-75.4133183097,-97.018744004,-72.8771120299,6,8
688,-58.2038734611,-59.1731095479,-74.9117965665,-99.3840394632,-73.7436982867,6,8
689,-57.7130798589,-59.1051073203,-75.5503047307,-96.7594526984,-72.7994527997,6,8
690,-57.4282385349,-59.1700918082,-75.3578481917,-97.4820369673,-72.0137943009,6,8
691,-57.969456026,-56.1405549904,-74.15285556,-98.1010883506,-73.2558371727,6,8
692,-59.1976224197,-59.1047419268,-74.6266991423,-97.4410895762,-72.8660243186,6,8
693,-56.8847615072,-59.8550777932,-75.4841698319,-97.8651205487,-73.0235242257,6,8
694,-55.1503239856,-58.3761776516,-75.0330245409,-98.4259135811,-71.6569781025,6,8
695,-56.8358410969,-57.2274307568,-75.0784085853,-96.9290492689,-71.9339562221,6,8
696,-55.0590019682,-59.4180713951,-73.9362262503,-97.5668990812,-70.9542879662,6,8
697,-56.7772071504,-59.2497724716,-75.6763761271,-98.3911286992,-71.5925811509,6,8
698,-57.2356798332,-58.3603663114,-76.0767899588,-98.9239623101,-73.771428141,6,8
699,-55.7015867389,-57.1591489535,-74.1489578786,-98.2751048856,-71.6631217697,6,8
700,-55.633589861,-56.4235334808,-70.4528177897,-90.4473682178,-78.4257515651,6,10
701,-56.5549368615,-56.9160214043,-70.4602116991,-89.9400308957,-76.7448165393,6,10
702,-54.8817588837,-56.9748270457,-72.0346079916,-89.6269903503,-77.7754138555,6,10
703,-53.9794856673,-57.0921693914,-70.3695184972,-92.1757035094,-79.5092802203,6,10
704,-55.6129365867,-57.1361104611,-70.118209895,-89.8829760366,-78.87980918,6,10
705,-56.1216275241,-57.6925521849,-70.1677702357,-90.1226732422,-77.8965855662,6,10
706,-54.308999983,-57.4255002386,-70.4166457519,-90.037359489,-78.9414451318,6,10
707,-54.9919165541,-55.9872902429,-70.5014283558,-90.735287988,-79.9188395247,6,10
708,-56.6425530895,-57.3227603616,-69.2569363505,-89.2193838996,-78.5207226157,6,10
709,-55.5420532746,-57.5964901514,-70.591406902,-89.384020374,-78.9373855855,6,10
710,-54.8302535486,-57.2326367887,-70.2137661949,-91.2266213542,-78.0867209572,6,10
711,-55.2545743603,-55.3491119221,-70.3366146834,-90.2405461117,-76.8630737009,6,10
712,-54.4503474948,-56.6350708249,-71.2138762148,-89.9596366896,-79.0466654793,6,10
713,-55.6811290108,-55.6392574528,-70.4163111152,-90.4327365774,-78.7657989207,6,10
714,-57.5150595209,-56.4295380725,-70.1883864065,-91.972056363,-77.8720723129,6,10
715,-56.6633004929,-56.6408826687,-69.7433637163,-90.1068639869,-79.2020407566,6,10
716,-55.9615911887,-55.4387057314,-68.6168446164,-92.2328666774,-77.5549257635,6,10
717,-56.6989642277,-57.4318051638,-70.8223769976,-91.4708985119,-76.8767071574,6,10
718,-54.8081605951,-57.2003514901,-71.72944941,-92.2504894585,-79.3609680071,6,10
719,-56.8870872083,-57.4725678172,-70.4693825521,-89.3395789836,-74.9854279143,6,10
720,-56.8035715367,-57.9994496544,-68.1849327321,-84.7856969628,-85.2913064766,6,12
721,-57.7920437114,-57.861865721,-68.2446039798,-85.7367921769,-83.7582422713,6,12
722,-57.1303025017,-57.0776704992,-69.1751015679,-85.2745853511,-87.0638696806,6,12
723,-55.0274109854,-58.7072010737,-68.6370623399,-84.3652783835,-86.8256334625,6,12
724,-56.5170344837,-56.7902309369,-69.2303555703,-85.7016042846,-85.2896855078,6,12
725,-57.7569964744,-58.7803641669,-69.0473715219,-85.9577819659,-85.5014747252,6,12
726,-57.201386484,-58.6955444712,-68.6658892893,-84.8605026518,-86.7201578709,6,12
727,-56.2332252994,-55.5658179916,-66.8294605907,-83.5839761187,-85.2529170148,6,12
728,-57.7415828975,-58.5867680578,-69.0222230061,-84.2165709626,-84.9687667154,6,12
729,-57.125778487,-57.1291671941,-69.0527421097,-84.6240119951,-85.4965989527,6,12
730,-57.2907663628,-58.428668702,-68.2570049979,-85.0814156779,-85.681320633,6,12
731,-56.3722812454,-57.3274974332,-67.238080228,-85.902884455,-85.89263582,6,12
732,-56.2855509577,-56.5604305932,-68.6918880599,-84.264837611,-84.4976665821,6,12
733,-57.2826692218,-58.1837393469,-67.2141408843,-86.1213548005,-85.8250349132,6,12
734,-57.8295294397,-57.4998589303,-68.1080160645,-82.2422784348,-85.3238750166,6,12
735,-58.3983156767,-56.8180435586,-68.5534422569,-85.1978382111,-84.2875764168,6,12
736,-56.1614992414,-57.8244902966,-68.3075056302,-84.286746136,-85.1187330865,6,12
737,-57.5482939349,-57.7070549901,-67.7177179059,-85.2789290311,-83.8641839521,6,12
738,-56.9596025599,-57.4689758399,-68.6614306169,-86.5975802923,-86.6454063068,6,12
739,-56.4166991126,-57.8483407897,-68.0963081461,-84.3582814593,-85.8743269346,6,12
740,-58.9407566196,-64.5444686687,-71.6141221145,-85.355282536,-81.1372057065,6,14
741,-56.0219912634,-63.5713734714,-71.5896592324,-85.9683950946,-81.8891125491,6,14
742,-59.4227050135,-64.5588897358,-72.8261516652,-84.0545427254,-80.9017885851,6,14
743,-58.9772928118,-65.0372952898,-71.4895714393,-84.6356317174,-79.7084767158,6,14
744,-58.5608056974,-65.8082624564,-73.6085886373,-88.0439173335,-81.0530140053,6,14
745,-58.8742852061,-65.9914639951,-72.2713762279,-85.7735594716,-80.5898433083,6,14
746,-59.4353948907,-64.4116414603,-71.5165459411,-87.2510044754,-82.5762815062,6,14
747,-59.1140407455,-63.258243598,-71.1522056466,-84.3031310573,-79.6783175542,6,14
748,-60.6353100509,-64.830664097,-70.1285765523,-84.9637727088,-80.3238368846,6,14
749,-57.9906219804,-64.0614299966,-72.2668993177,-84.8055138392,-80.0923632306,6,14
750,-57.9351455459,-64.5478635927,-70.4201443593,-87.3691705697,-80.6848660857,6,14
751,-59.1856486374,-65.8377220684,-73.3784174966,-84.12920314,-81.4713402578,6,14
752,-59.9660159743,-64.3188173355,-71.3924567099,-85.0760491961,-83.1117550308,6,14
753,-58.1095422057,-62.9461911993,-71.0318173201,-85.4824301401,-82.2450210635,6,14
754,-60.6126452511,-65.3218749158,-72.2879052547,-85.9616070394,-81.7715675878,6,14
755,-59.447513207,-64.0750367449,-72.6696319358,-84.8124846273,-81.8992832618,6,14
756,-61.3285659477,-65.049274454,-73.1336357269,-85.594034553,-81.1563536733,6,14
757,-60.3597162847,-65.2956852726,-72.0688616803,-87.3884037323,-81.203132942,6,14
758,-59.3933169237,-63.090425683,-72.2153920143,-86.192507574,-81.0831511582,6,14
759,-61.2496789954,-64.3620674499,-71.9345120995,-86.452679144,-82.6084725857,6,14
760,-58.8957210407,-65.8580011422,-75.5380326896,-88.3728868708,-81.1391164252,6,16
761,-59.5098181317,-64.5811430159,-76.3080914786,-87.2192723333,-82.4325070231,6,16
762,-60.4792376893,-67.5301933557,-76.5639108052,-88.4210057979,-82.1939970714,6,16
763,-59.9784070676,-66.8707173038,-76.0432392648,-89.780186975,-79.1366901108,6,16
764,-59.3767553972,-65.5317985591,-74.1398973469,-90.7735697154,-80.9390968695,6,16
765,-59.6172509951,-65.7970046016,-75.8324545523,-88.4661585297,-79.168168547,6,16
766,-60.5031820956,-67.6666492607,-74.7542022255,-89.8306326946,-80.6840721514,6,16
767,-60.1224263921,-67.5728947974,-75.7782498814,-89.8714595823,-80.9969512873,6,16
768,-57.2587830494,-66.764850461,-76.6048525026,-89.0448280412,-81.3304542784,6,16
769,-59.785084243,-65.1056753803,-76.6370723805,-88.824132234,-82.3112637138,6,16
770,-58.8722268246,-66.3887889034,-76.0957706559,-88.9725525884,-81.3451482953,6,16
771,-59.3574098389,-65.5678865956,-75.0713887695,-89.0623385368,-82.8229234757,6,16
772,-58.8548832254,-64.8865210386,-76.7727080143,-86.8076821307,-80.936158779,6,16
773,-59.6280274797,-64.6652164796,-75.045419536,-88.6281681059,-80.0273175951,6,16
774,-60.6889880423,-66.5923567104,-77.4600767381,-89.2162735406,-81.5136380512,6,16
775,-59.485374325,-69.8157905463,-75.1037167686,-87.5334135557,-82.2132923213,6,16
776,-59.2126674432,-67.059292974,-77.5345280473,-87.1518284177,-80.6870094371,6,16
777,-59.9984395273,-65.8909495798,-75.8493336266,-88.1697764141,-79.657658869,6,16
778,-59.9507720387,-65.1872992671,-75.071048265,-87.4632880457,-81.586325934,6,16
779,-60.2116385681,-64.4316003812,-73.0802652803,-88.6464365313,-80.3412302715,6,16
780,-59.2314574441,-71.8774055127,-76.3405724163,-90.0144100348,-81.1219821986,6,18
781,-59.6771170807,-71.4992021749,-76.2971952405,-90.1636702744,-80.3125350251,6,18
782,-60.8261162466,-70.504609428,-76.903610353,-90.7268511139,-80.8860874948,6,18
783,-58.3603661772,-71.7461570893,-76.6883574693,-90.6089897745,-81.2436343714,6,18
784,-59.7519454325,-71.4652517594,-74.796104959,-89.4115459194,-80.9640310248,6,18
785,-60.2274557413,-73.9994491655,-77.8027451609,-88.6394555287,-84.5125606394,6,18
786,-60.5572742625,-73.6790880779,-76.9723703396,-87.507221603,-81.56812217,6,18
787,-59.4762990775,-71.1306678365,-77.6271881172,-89.8294379238,-81.5576728808,6,18
788,-59.0839221684,-71.9591536629,-76.4879387024,-91.1996031275,-82.3799548401,6,18
789,-58.5237790642,-72.4752713663,-75.6799486049,-89.6259088473,-80.0663727624,6,18
790,-58.6989783491,-73.1264669963,-76.4992085795,-90.1345907606,-80.6565018232,6,18
791,-58.7632187409,-72.6497867264,-76.658081953,-89.8565950494,-80.6446958551,6,18
792,-59.1159088285,-72.270177726,-79.4237052173,-89.9871574436,-81.2612420038,6,18
793,-60.042936177,-71.5046119337,-76.6967199176,-90.4449593561,-81.7608333959,6,18
794,-60.9614171214,-70.5453867177,-76.8994400925,-88.4124987919,-80.8389397879,6,18
795,-59.8677268833,-72.8901488047,-76.7708570186,-91.0288192885,-80.2368642959,6,18
796,-59.134298803,-72.9525183347,-76.7461255964,-90.8921696446,-82.0844133853,6,18
797,-59.1162877198,-73.5065063563,-76.8835794232,-90.3131476277,-80.9992431835,6,18
798,-59.1730036262,-71.14328087,-75.7742169859,-88.0040451847,-81.3134369727,6,18
799,-59.7300241452,-71.8796320004,-75.9403764877,-88.8885487704,-82.6662446751,6,18
800,-74.4788309349,-47.638769491,-71.5560734434,-95.6908651389,-76.269444903,8,0
801,-76.1526783224,-46.5989554373,-70.3813368728,-94.3505924424,-75.2262861534,8,0
802,-73.0256988022,-49.6170648696,-72.6474898939,-95.6960062418,-75.4814984452,8,0
803,-73.6878223604,-49.5762628878,-72.6935849619,-94.4787284524,-76.2954458629,8,0
804,-74.4926175759,-49.1750954796,-72.7664338076,-95.7732313765,-77.440487985,8,0
805,-75.7953395068,-45.4802474763,-71.1336831845,-95.1642702872,-75.9633092389,8,0
806,-73.2586327905,-46.9014996575,-72.4543913351,-97.5560921064,-76.2136325155,8,0
807,-73.5288194027,-48.0130630787,-73.3985495557,-96.1554124717,-74.0313595284,8,0
808,-74.6382797702,-48.2574298058,-70.8000670607,-94.4687402463,-76.284387604,8,0
809,-74.2400524877,-46.1476709225,-69.6654591546,-96.8616841315,-76.4330251104,8,0
810,-75.7036417062,-48.5999484473,-70.9590102737,-96.2161358549,-75.811740771,8,0
811,-74.4958294392,-46.8608601506,-72.1725900085,-97.5803978837,-75.5194066769,8,0
812,-75.044153391,-48.2544597856,-72.2472971247,-94.4026743076,-75.2794177383,8,0
813,-75.4945828755,-48.35125769,-71.142932466,-96.7597296342,-76.7138146664,8,0
814,-74.221253756,-47.570781655,-71.7394297039,-96.74054684,-76.2828616135,8,0
815,-73.1402484158,-47.306402323,-71.5237383911,-95.3642878172,-76.3964394,8,0
816,-75.0091831525,-47.8292636567,-72.8251898842,-96.046755008,-77.512800158,8,0
817,-76.3419160469,-47.8806670104,-72.3923953075,-95.2672564044,-75.0893232376,8,0
818,-75.8027600606,-49.5023100871,-72.7696701186,-96.5449682643,-76.7453695,8,0
819,-72.9623853473,-47.9607069315,-71.6940067497,-95.3199961146,-76.4018770508,8,0
820,-70.381048415,-44.3670715889,-71.5535714584,-95.7048902309,-72.7591824964,8,2
821,-70.8424783516,-43.6939694631,-73.1235723986,-95.9686294056,-73.2635925522,8,2
822,-70.2377291156,-44.6253150785,-71.5590120768,-94.2414782931,-73.4527580237,8,2
823,-70.3727149689,-43.0273191327,-72.4961418612,-94.7991943136,-73.2775152666,8,2
824,-71.5196363842,-44.9417124836,-71.3878688496,-95.2915895755,-74.5729776666,8,2
825,-71.5266560417,-44.7889284355,-71.8898584056,-95.5170304965,-71.8112600126,8,2
826,-69.8056982647,-45.2122766663,-71.8254301559,-96.9635110611,-70.1549872898,8,2
827,-70.6361385678,-43.6601748654,-69.4152712452,-96.8635415897,-72.952828249,8,2
828,-70.1546317011,-44.4154294294,-72.5749910628,-96.2103734683,-73.5812647789,8,2
829,-68.5278112477,-45.1124770482,-72.2484685817,-95.1752431332,-69.8043656581,8,2
830,-70.657544811,-43.0801851557,-71.755538807,-96.9658976292,-72.4841142898,8,2
831,-71.3303872884,-43.0463175644,-73.4406726623,-94.7871267203,-73.2236897019,8,2
832,-68.9816181018,-44.7147879604,-70.7401767225,-94.7765013634,-72.7579465252,8,2
833,-68.818012303,-45.004693581,-71.2784924684,-95.4220014013,-73.7316430262,8,2
834,-72.2230265523,-44.9270175787,-70.9967477975,-95.6912009765,-73.0863194002,8,2
835,-69.7487467679,-44.6590119646,-72.9610396423,-95.4773631426,-73.6389314028,8,2
836,-71.2341483317,-43.7439360436,-70.477443781,-94.9096995627,-75.0112907372,8,2
837,-71.532674405,-44.0652357495,-73.5581969958,-95.6410345726,-71.7712586867,8,2
838,-70.0558496017,-44.8024373415,-71.3251429145,-95.7294756726,-71.2815540652,8,2
839,-71.349290409,-43.303810439,-73.3270311066,-95.1466498608,-72.2029115597,8,2
840,-64.8937329124,-45.6738113279,-71.567659262,-95.6873773473,-79.8419600803,8,4
841,-63.5517664696,-45.649569773,-70.3348793171,-97.5068225306,-80.0351162776,8,4
842,-64.9820148871,-44.4659545072,-70.0792079367,-95.891768375,-79.8464302721,8,4
843,-65.4918912057,-46.5087182974,-70.1879721199,-95.777946921,-80.0806261452,8,4
844,-62.5636047719,-44.6681832628,-70.1558613715,-95.4778664059,-79.9515328368,8,4
845,-63.4630609719,-45.8532190565,-70.7302754012,-95.2761840859,-78.0372845217,8,4
846,-65.2799820708,-46.6725610432,-72.0070459815,-95.7066889964,-78.9163878816,8,4
847,-64.0473644917,-44.9226360568,-72.0526542219,-94.9968562147,-79.9903895632,8,4
848,-65.2006250097,-45.7920099139,-72.0968944875,-96.749777337,-77.9790708036,8,4
849,-63.4238326978,-45.1155613261,-71.7844795185,-96.0459262509,-81.0704599532,8,4
850,-65.1730404067,-48.4934694635,-70.919115595,-95.3052791987,-78.5144375412,8,4
851,-62.3929789217,-46.9614080426,-70.864580795,-94.8138385722,-79.3329838624,8,4
852,-64.6303269299,-46.6164623932,-71.0776996558,-95.1360875592,-80.4035421931,8,4
853,-63.86047202,-48.064884894,-72.4347522985,-96.6024324771,-76.9580663317,8,4
854,-63.9559525407,-46.2836955073,-72.2299003538,-96.8074120729,-78.7231601539,8,4
855,-68.2279677592,-47.2186860265,-71.7949286223,-95.868009822,-78.6923143539,8,4
856,-64.7511624821,-45.5119636462,-72.2612335148,-94.4992386927,-78.9384296585,8,4
857,-65.7169243896,-44.9252748989,-70.5933347781,-95.3342124809,-81.1301067908,8,4
858,-64.259146862,-44.0597229771,-70.8628609428,-96.0953200161,-78.7320417117,8,4
859,-65.7645594539,-44.81278498,-71.3207296862,-96.1229745493,-80.1830257175,8,4
860,-59.8071296674,-49.3875834748,-71.5786230028,-95.6375167084,-69.988289992,8,6
861,-60.2571956723,-51.8300323985,-72.2117607843,-94.2403242215,-70.9780634822,8,6
862,-56.8690401434,-49.6881134397,-72.481882239,-97.0853688463,-71.8451390097,8,6
863,-59.444767661,-51.2853984318,-71.7825700812,-94.2976735413,-69.7299126679,8,6
864,-60.1108046488,-50.7289930437,-71.9935608147,-96.6261296183,-70.0681607695,8,6
865,-58.9280934406,-50.5000279478,-71.6460328015,-93.310657573,-70.2791346899,8,6
866,-59.9753633407,-49.1325076203,-70.4146115119,-95.405623404,-68.8276850828,8,6
867,-57.1742570173,-50.2313793171,-71.5560848238,-94.9330090873,-69.0446466184,8,6
868,-60.2851833386,-49.2293094573,-71.0926298202,-97.3366821933,-68.5982242119,8,6
869,-60.4267667469,-50.1471763133,-71.0850639417,-96.6545551152,-70.6817250872,8,6
870,-59.741198326,-49.1854981392,-71.4907469736,-94.4601373632,-70.8709483299,8,6
871,-59.4208811929,-47.4085132067,-70.7393700927,-94.138487254,-70.3922488943,8,6
872,-60.6377180727,-48.9816769227,-72.141329242,-95.642636599,-70.8626772312,8,6
873,-59.4399858059,-48.4319331979,-71.1146303324,-96.1351918877,-70.6756054767,8,6
874,-60.7538224892,-50.2584052926,-69.3523583837,-96.4965906157,-71.2174555979,8,6
875,-60.6356925095,-50.2340631439,-71.4873929353,-95.7879100067,-69.9477695012,8,6
876,-59.7831633541,-50.6664937263,-71.2083545726,-94.4088234907,-69.7160307707,8,6
877,-60.4459152216,-49.2319197237,-72.6664912205,-96.1298626894,-69.9655691457,8,6
878,-59.1692302028,-51.54818248,-71.0263861028,-96.8161576153,-70.0950567106,8,6
879,-58.9821934624,-49.1449369893,-72.2780089393,-95.2688227093,-70.8494558345,8,6
880,-58.5036597141,-52.9228344285,-68.8838091462,-96.8356341677,-70.0224667029,8,8
881,-59.3001621612,-52.209215625,-69.2765065502,-96.9438990903,-69.6391875878,8,8
882,-55.4237372933,-52.2940863463,-70.9859119566,-97.6920153126,-71.5667064409,8,8
883,-56.831959256,-54.0982887415,-67.2490615794,-95.1470294876,-71.3094018601,8,8
884,-58.8553744612,-54.2056807696,-68.2922418858,-97.575173291,-68.3029228647,8,8
885,-58.1295927384,-53.8363484593,-68.0763663085,-95.9860371003,-69.886612126,8,8
886,-57.3323751064,-53.6137798529,-69.9762166186,-97.3795077215,-70.2218885751,8,8
887,-58.9957471375,-52.5720316132,-70.1330455476,-97.0781355637,-70.7358709715,8,8
888,-58.9942353036,-52.8154463616,-67.5450617206,-96.8483655019,-69.6001334697,8,8
889,-58.7520378585,-53.1912337007,-68.9758988597,-95.9530629756,-68.9643242541,8,8
890,-58.9224990588,-54.3854586892,-70.020399402,-98.6108075452,-69.9472322535,8,8
891,-59.3109668843,-54.5397036074,-67.8851477898,-97.368467494,-71.0822529578,8,8
892,-59.2740734286,-52.2420949879,-68.8693769737,-97.1854784268,-68.5925318666,8,8
893,-59.0868288382,-52.2336842578,-68.6146734439,-97.0810008765,-70.6026504499,8,8
894,-62.0093261498,-52.1364393682,-67.7233918997,-96.0258982577,-70.5695117095,8,8
895,-57.9637971693,-53.1017258591,-69.4118408531,-95.2280308397,-70.0094534698,8,8
896,-59.4342246694,-52.6379870165,-69.2051227914,-96.4807599402,-69.8976578091,8,8
897,-59.6590965411,-54.0243397997,-69.1110415143,-97.8086046356,-69.4917772727,8,8
898,-59.1144624794,-52.5613421936,-70.2703593862,-98.3455326548,-71.3963511498,8,8
899,-58.5439717968,-52.9803162388,-68.1654858253,-95.826553751,-70.4515554536,8,8
900,-60.202630894,-60.2189705619,-69.4329758446,-90.0263303986,-71.8352174376,8,10
901,-60.388039273,-58.6063126418,-70.9414618985,-90.6588540955,-70.4484077371,8,10
902,-59.5659605859,-60.7812222733,-68.5306928868,-90.2722160391,-72.0758686232,8,10
903,-59.8685628859,-61.0286758105,-68.6655110725,-92.319627323,-73.1015896997,8,10
904,-60.7503298564,-60.0139703221,-69.6609593074,-89.4833161585,-71.6636267349,8,10
905,-60.0380260772,-60.126726417,-69.4555753462,-88.7983386004,-73.1492423626,8,10
906,-59.0540844947,-62.0066453457,-68.091728935,-90.5595554879,-72.8313999676,8,10
907,-61.2748845534,-60.3314910606,-68.1763725588,-90.3272024943,-72.2828016815,8,10
908,-59.6486942567,-59.5934359585,-70.977820145,-89.4706415835,-69.7469008211,8,10
909,-60.0621172847,-62.4602158106,-68.7223000913,-88.021507623,-73.1075120093,8,10
910,-59.5975017038,-59.1676553349,-70.8627886622,-90.0759196581,-70.2670998752,8,10
911,-60.4183767614,-58.8066656425,-70.4736988552,-89.6099101823,-70.7540513757,8,10
912,-61.6898766707,-61.1433391093,-68.2618239008,-89.8842170014,-73.07873783,8,10
913,-60.8886891836,-59.7973767873,-69.7253041403,-91.2640350962,-71.6019151507,8,10
914,-61.3987359197,-60.7688132877,-70.7980550957,-90.4798088686,-71.5459750264,8,10
915,-59.3582181854,-60.1058717052,-69.1821836016,-89.1599104531,-74.806585184,8,10
916,-59.7130968122,-60.2352626568,-70.3024388919,-90.6591281082,-72.6740086161,8,10
917,-60.1105094373,-58.5912703127,-69.1361068776,-88.9444092271,-68.9290105237,8,10
918,-60.4143281781,-59.8272066361,-71.0644774972,-90.2368434302,-69.9139436325,8,10
919,-61.0692760623,-60.7836275127,-68.144040737,-91.4964192289,-73.2437196581,8,10
920,-64.3627950352,-62.2056897652,-67.0094540396,-81.553962504,-78.3922035022,8,12
921,-64.6695800981,-63.1890224801,-65.6339469324,-83.2969295354,-78.1355403854,8,12
922,-64.4593735759,-63.9339030246,-67.7731018965,-82.6951792052,-77.9301068428,8,12
923,-65.2560813062,-60.3282002351,-65.0099900905,-79.6930499154,-77.2165146921,8,12
924,-64.1263340134,-61.5359352012,-66.5567140293,-82.0294773393,-77.5687964025,8,12
925,-66.0885889656,-61.3699913449,-68.4322499709,-81.8882523121,-78.0332449258,8,12
926,-64.9368468894,-61.6050739658,-67.1578051295,-82.0535356141,-77.7605505484,8,12
927,-63.1394426836,-62.6928382132,-66.076971379,-81.1446220869,-80.052419973,8,12
928,-64.4800188413,-62.9455903993,-66.3987647184,-83.164882203,-77.2780444254,8,12
929,-64.6877616596,-61.0378986685,-66.0605395085,-79.4951446948,-77.7541055086,8,12
930,-64.1307649292,-62.2323422389,-67.2391377577,-82.466010488,-79.7176203838,8,12
931,-63.9601347856,-64.0550686633,-67.9946084371,-81.5887776329,-78.2915709193,8,12
932,-64.2146213104,-62.5008325917,-67.2620513511,-82.1519685494,-78.4554469537,8,12
933,-63.6976547414,-62.2289763228,-67.4786335925,-82.1749268341,-80.0526694169,8,12
934,-63.7741610699,-62.4677468707,-68.3132860991,-81.2849691272,-79.191727933,8,12
935,-62.597506394,-63.3400644327,-68.2519268616,-82.1638117922,-76.944988939,8,12
936,-63.8067100242,-60.4671805816,-66.6346731315,-81.290079735,-77.4661067363,8,12
937,-62.6704176058,-62.8024355216,-64.7071611396,-81.4412910236,-77.7860229569,8,12
938,-64.6667525552,-61.5725886081,-67.8783075294,-80.1586168271,-78.0656312678,8,12
939,-65.7752945576,-63.141214042,-66.5647094087,-80.8268208747,-78.534632651,8,12
940,-61.807956376,-64.2832964357,-74.2350308413,-89.8227143412,-80.1355505374,8,14
941,-62.3697936624,-63.1454735278,-74.2352023899,-90.8636469257,-80.0255244743,8,14
942,-61.3929165977,-63.6703692665,-73.4856816668,-88.8594871178,-79.5776181159,8,14
943,-61.6281641418,-63.1042791479,-73.3878657571,-90.90019426,-79.4745810571,8,14
944,-62.1777344261,-65.5780767602,-74.4560721979,-88.0216797583,-79.6298067433,8,14
945,-60.9006370117,-64.6622717857,-73.5639115193,-89.1189331666,-80.446811627,8,14
946,-61.9660022879,-65.1252620035,-73.1481468069,-89.8258149604,-81.5204789886,8,14
947,-61.526116545,-64.5618307858,-74.9032398602,-89.7362364772,-80.6297941449,8,14
948,-61.719544409,-63.5444447077,-73.7362666528,-89.0945006085,-80.4743702633,8,14
949,-63.8886055245,-64.9035417852,-74.4635131748,-91.0842008419,-79.679073576,8,14
950,-58.9872326098,-62.5884745627,-73.3809468846,-89.3194799795,-80.34570317,8,14
951,-63.1249285818,-64.8160999198,-75.6715235882,-89.2113149578,-81.4959429892,8,14
952,-61.7569370406,-64.10392181,-74.6033177767,-89.7663493207,-81.318534706,8,14
953,-59.7125480538,-64.037492331,-74.7588095388,-89.1320911071,-80.8669085966,8,14
954,-63.1536099069,-64.8804161268,-73.4112116565,-90.2614970511,-81.9386116512,8,14
955,-60.1865791761,-64.4259207602,-73.3186947305,-90.9579614838,-80.3870576252,8,14
956,-63.2438213894,-63.3594765867,-73.8464126149,-88.0294455865,-81.1337066061,8,14
957,-62.6716108913,-64.6260900917,-73.403921425,-91.3043334737,-81.3777866972,8,14
958,-61.3566931025,-62.8873484676,-74.1698154591,-90.2259143428,-79.6585165725,8,14
959,-60.490008598,-63.9110313457,-75.4446363506,-90.2161602528,-80.7576051904,8,14
960,-61.7842341512,-65.6546612673,-79.1023488312,-84.2601730584,-80.1379639924,8,16
961,-60.8701126957,-66.0934640042,-79.8917074448,-83.5622747281,-79.8354031687,8,16
962,-61.0545171377,-64.8242115335,-80.0405246502,-84.1410770958,-79.3570247178,8,16
963,-63.1664563547,-66.4528854939,-77.6813895088,-84.7006152572,-80.1301616053,8,16
964,-62.2745009699,-65.9889870399,-78.0947433926,-84.968482896,-80.5656535746,8,16
965,-61.4044275345,-66.0862397405,-79.2238238505,-84.3356822947,-79.8718102614,8,16
966,-61.9853486113,-67.0609723167,-78.0619741635,-84.9647225917,-79.6619658713,8,16
967,-61.8240066749,-65.024059021,-80.0639248874,-83.7363586674,-80.7279330991,8,16
968,-62.3186281143,-66.4045935393,-77.871732286,-85.6052046153,-81.2184354294,8,16
969,-61.587213251,-66.0035172139,-77.2581826792,-82.701211168,-79.383638066,8,16
970,-60.7930787469,-63.7155211332,-78.1560208352,-83.712996882,-81.3642490206,8,16
971,-62.1134721034,-64.3462827375,-78.6955710254,-84.2321111432,-81.2142195459,8,16
972,-61.7536231704,-64.7950084896,-80.6722596737,-84.2605653906,-78.995487301,8,16
973,-61.9600784348,-64.7309758429,-79.0623916831,-84.8449938819,-79.4513582648,8,16
974,-62.3490384963,-66.0015485772,-79.8767745916,-85.1084453466,-80.8928466159,8,16
975,-60.1482258839,-66.1415720781,-78.1591598424,-85.9048058132,-79.177022411,8,16
976,-61.3540222803,-65.088745631,-76.8831985209,-84.6206070233,-80.4171689329,8,16
977,-60.3859489831,-64.747796898,-78.5465215861,-83.2612863819,-79.3336163174,8,16
978,-61.8065827873,-65.7955208997,-82.4773461725,-83.0871828757,-79.8487882781,8,16
979,-62.210695201,-65.3466787936,-79.966444256,-85.0507151991,-81.3000485006,8,16
980,-61.972590626,-66.8408873732,-76.0052022244,-89.3758164126,-80.116120499,8,18
981,-62.3361150716,-68.3593565193,-75.7269021204,-89.4085177201,-80.9904476349,8,18
982,-61.5987571793,-66.9780891547,-76.0061170109,-89.7904096498,-77.9309246804,8,18
983,-61.9500634637,-64.5613040308,-76.8194923765,-90.7079230559,-78.7509672191,8,18
984,-63.7266863503,-64.3010063245,-77.2957941274,-86.7937042837,-80.2330627266,8,18
985,-62.0258660744,-69.1238307514,-75.3984646305,-89.0432498255,-82.4112296009,8,18
986,-62.080614903,-65.9152273347,-76.7583112481,-90.4879790607,-77.8746094366,8,18
987,-62.1401483641,-66.6758240905,-76.3804417432,-90.0009992908,-80.5080090871,8,18
988,-58.8087852513,-65.1874788574,-75.4170198125,-89.3146687284,-81.6692601099,8,18
989,-62.2405478922,-65.182522785,-75.9766410638,-91.8046981404,-79.8710669342,8,18
990,-61.5896576781,-68.3690018028,-75.7233132387,-87.8824792525,-78.1178400313,8,18
991,-60.8449522109,-66.2255382643,-76.1690598911,-89.8056775612,-78.0019617507,8,18
992,-62.9542921515,-68.0578720814,-75.6363765901,-89.2764377782,-80.0245250057,8,18
993,-62.0640613683,-65.7572419805,-78.6867470975,-87.5312610527,-80.874160168,8,18
