0	0	-72.7028124701	-65.6905188336	-82.6523325332	-104.421143945	-84.0839804702	-96.2993300114	
0	0	-72.7031598451	-63.622629716	-81.1682135385	-104.073625239	-83.4259073433	-95.6813359035	
0	0	-71.2622398778	-65.7194329825	-83.5421566947	-106.446071842	-83.7400265604	-94.8195899423	
0	0	-70.7304470907	-65.605782607	-80.7121990312	-106.043571433	-81.6074833751	-95.0157726299	
0	0	-72.4558871116	-64.9724183519	-82.4103278963	-104.742853768	-83.0278582583	-95.486176184	
0	0	-71.3072545214	-67.754911236	-81.3264826131	-104.837302354	-83.1904248446	-97.0945235444	
0	0	-72.7242324193	-66.7756530024	-82.1244200182	-103.238128366	-84.3400859315	-97.6403804418	
0	0	-72.1496837668	-65.4721401428	-82.4539457173	-103.496561269	-84.3387986146	-97.185243841	
0	0	-71.1790847099	-66.8515580446	-82.9444913825	-104.097314336	-83.0590428408	-96.1119788187	
0	0	-74.7672495723	-65.6038972586	-83.6793850212	-104.899025294	-83.2360771134	-97.1406691439	
0	0	-74.1709209134	-66.9987991523	-82.6282943916	-104.704445284	-85.6020693624	-96.208471989	
0	0	-73.2848435497	-65.8468114399	-82.6095908214	-104.228998665	-82.777787087	-98.5994021564	
0	0	-73.0857772666	-66.1839313651	-83.5153247597	-101.89670416	-84.4383943775	-95.577302586	
0	0	-73.1790265977	-64.3980474917	-83.329947753	-103.376528367	-84.6891712694	-96.3874499048	
0	0	-70.5790406178	-64.7967849306	-82.2521815083	-105.291482336	-82.8095717344	-96.7723525458	
0	0	-72.4028981447	-66.7725286835	-81.9024019403	-105.66832226	-83.2388460963	-97.1845863436	
0	0	-73.4808611259	-67.1159822682	-82.5558791226	-104.070156585	-83.4070226303	-94.7989655473	
0	0	-72.111194615	-66.9634729125	-82.6886267987	-103.311886356	-82.8521911065	-98.0746353248	
0	0	-71.4838898816	-63.9040839255	-82.6794144569	-106.303965194	-84.1203401848	-96.0830836589	
0	0	-72.2966370647	-65.5756369013	-81.9029383034	-105.232767971	-84.5278855161	-96.2369422651	
0	2	-71.479238964	-65.6014874419	-82.6544189048	-104.432685534	-79.6864001893	-98.1900171524	
0	2	-70.5461031888	-66.214027793	-82.4045962059	-105.073445734	-79.1359283212	-98.8403986108	
0	2	-70.5200457102	-66.2552041575	-82.6107784854	-104.27098144	-80.831952765	-97.46033807	
0	2	-72.8773569509	-66.0577560134	-82.6723656829	-104.117999939	-78.519098921	-100.485037915	
0	2	-72.4290901497	-64.8649426355	-83.9206691155	-105.871072925	-82.4693837548	-99.2692431199	
0	2	-72.077073544	-65.7934019208	-83.419684737	-104.229265816	-78.822817421	-96.9963302793	
0	2	-70.5941734461	-65.936843015	-82.7514303593	-105.979074329	-79.1677214015	-98.9836586906	
0	2	-71.8670003629	-64.8836789118	-84.0615299623	-104.379152983	-79.8917123047	-99.5511431941	
0	2	-70.6966472584	-65.4594989099	-82.3391523498	-105.169216793	-79.340678263	-97.7075408842	
0	2	-72.4525845026	-65.9694768008	-83.9283814705	-104.29784967	-81.3961872197	-99.0814420786	
0	2	-72.054664338	-66.4431965572	-81.7786686936	-104.207281342	-79.8932962263	-97.9253315145	
0	2	-70.9701394353	-63.7746914003	-79.9381231207	-102.241843975	-79.426300075	-97.4724784269	
0	2	-69.4385433779	-66.0755298676	-81.8958324284	-103.80581261	-80.42145792	-97.6428250954	
0	2	-70.0929906972	-65.7306587348	-83.7681989081	-105.742198051	-79.5074410527	-97.4184289906	
0	2	-73.8233784762	-67.6907994643	-82.7342174857	-102.582407965	-80.5814496055	-97.3444366107	
0	2	-72.0153181618	-64.9154103471	-82.3774390856	-105.367781924	-77.7585405709	-98.9043385886	
0	2	-71.4474764793	-64.6370830315	-82.0212206641	-102.491789223	-80.6938268043	-97.8214728229	
0	2	-70.9817463155	-65.9795857804	-81.6503784952	-104.190763475	-79.0145497554	-97.5472520035	
0	2	-71.1892376981	-65.7828089396	-80.7227566379	-104.932175102	-77.9049303133	-98.301789474	
0	2	-72.2426517288	-65.5664943038	-82.8294494804	-106.806758205	-78.6713661014	-97.7906217529	
0	4	-70.0547779884	-65.6301582135	-82.6397165122	-104.418280288	-76.7325932246	-98.548162431	
0	4	-69.8765086081	-64.3112482503	-81.0291472609	-103.592509649	-77.8381077568	-100.298729469	
0	4	-67.4528292444	-65.8977684649	-82.5382254318	-102.743725987	-76.7758896515	-98.6351595443	
0	4	-70.6151380537	-66.7132583737	-81.9610142455	-103.988780353	-76.7102910304	-98.9895668627	
0	4	-70.3377246303	-66.0878614189	-82.6949469677	-104.834308283	-77.1980062878	-99.5855271214	
0	4	-68.8028510324	-64.4950852016	-81.622478081	-103.627249276	-76.962011802	-97.4369696131	
0	4	-69.459680192	-67.2199236479	-81.9347088262	-104.692956148	-75.9883845571	-98.1860189982	
0	4	-69.8928369423	-64.63700778	-86.1839183215	-102.587611233	-75.7174672193	-97.8643258346	
0	4	-70.5308601161	-65.9903643028	-82.9742943492	-102.137530274	-76.1837655433	-98.0547190122	
0	4	-70.3711821903	-65.7831040144	-83.026118928	-104.609996892	-76.2814393987	-100.481492183	
0	4	-71.0016502473	-67.3255423272	-82.6532757751	-105.370294563	-76.8130524038	-98.3120662627	
0	4	-69.616879235	-65.691958537	-83.5027866091	-104.00780694	-76.7258813715	-97.2501909829	
0	4	-68.8442177142	-64.9682269488	-83.1857136834	-105.306094182	-76.7486214867	-97.4037362266	
0	4	-71.3488614239	-65.4802102605	-83.4351744513	-105.041153344	-76.5549785077	-99.8766667594	
0	4	-69.3769069366	-67.2894246555	-82.4724907929	-103.131539138	-75.6200166438	-99.1297034582	
0	4	-69.7122846764	-67.1784545877	-82.4928863689	-103.75092452	-77.7319751011	-95.9174288376	
0	4	-69.725756808	-67.2325829457	-82.9295322426	-104.414873353	-75.9531839133	-98.4853986821	
0	4	-69.4418501268	-62.5328838741	-84.6611604483	-104.647705887	-76.5699657102	-97.4397729655	
0	4	-69.9371414349	-66.1609263879	-82.4362252793	-105.335198528	-78.2299458187	-99.8475302544	
0	4	-69.9912000051	-66.883475648	-83.3234909912	-104.83921724	-77.2538117165	-100.334857476	
0	6	-68.3502809495	-65.7673035003	-82.6047554977	-104.377584034	-78.5595753556	-93.1852815381	
0	6	-70.2875627514	-65.8506900883	-82.3012070783	-105.752453444	-78.5676462409	-93.3226584947	
0	6	-68.2332381113	-65.6501577408	-82.853420941	-104.886547394	-77.7510521573	-94.3180242073	
0	6	-69.9189459561	-65.4197647708	-82.7275576992	-102.742454002	-78.9763035912	-92.1594264458	
0	6	-66.9231018797	-67.9050537404	-80.646725438	-103.041178631	-78.9338517776	-92.921876342	
0	6	-68.4069565557	-66.413968038	-85.3308909161	-103.500577644	-78.5001845894	-94.0080507141	
0	6	-68.3974722008	-66.0663009828	-83.6193880289	-104.388913333	-78.2278148967	-93.2244006125	
0	6	-68.2971632273	-64.9346266306	-84.3673930083	-104.17296921	-78.6378719215	-93.1722464892	
0	6	-68.8255682534	-65.8084075346	-82.0545924712	-104.18479928	-79.5783507365	-93.2460097315	
0	6	-68.9193936477	-63.9874828103	-82.7053908159	-104.837605493	-79.7717420113	-92.3683295998	
0	6	-68.1393548776	-66.7607431766	-82.591656452	-103.879579688	-79.8836965078	-95.3026340149	
0	6	-68.2130075237	-64.2877558109	-82.3533853433	-104.179516791	-77.8151364287	-93.301968116	
0	6	-67.6835448529	-65.5615483781	-80.3841789377	-104.262275583	-78.505018915	-92.7882095195	
0	6	-69.2862355186	-66.4238877506	-82.4508510705	-104.684507433	-79.3997015917	-92.0008172246	
0	6	-67.6708461917	-65.9257253089	-83.5273808807	-105.821542272	-80.2736634033	-92.3412477104	
