,ap0,ap1,ap2,ap3,ap4,result_x,result_y
170,-95.9530063823,-94.5514956727,-79.0763662122,-45.9872192216,-79.3257236494,34,0
171,-93.1830126061,-94.5827421774,-79.0801755629,-43.3753034037,-78.08974188,34,2
172,-84.7086949182,-94.573035617,-79.0526999064,-50.393685833,-69.3357649539,34,4
173,-78.1219217253,-94.5217924892,-78.9836367366,-55.3084540684,-68.5932121998,34,6
174,-84.1459289557,-92.2833588329,-75.9231580142,-58.5121785538,-67.8454043693,34,8
175,-90.8027792402,-86.1024515702,-76.0396742507,-60.87111126,-65.1399937702,34,10
176,-104.310811864,-79.0439580854,-76.2693799676,-62.7349486386,-70.0275887687,34,12
177,-102.778619903,-90.3189955356,-71.9773956426,-64.7287092063,-70.0091097927,34,14
178,-102.781745668,-88.0074765036,-80.2931750664,-66.0386400448,-70.0062848599,34,16
179,-102.754664861,-88.1352811491,-73.7945579692,-67.1782504084,-70.0243050237,34,18
180,-91.2309313813,-95.2445305784,-80.2000312577,-42.8769407518,-75.6471254952,36,0
181,-89.8888723265,-95.271166573,-80.2029597767,-31.6286916135,-74.4831732986,36,2
182,-86.41635884,-95.2628859238,-80.182085197,-49.1697121344,-70.2604272544,36,4
183,-84.1817037548,-95.2192618266,-80.1309536569,-54.8578137863,-69.6371964873,36,6
184,-85.2197124489,-93.2227603554,-80.0395624597,-58.2802526767,-69.0696733747,36,8
185,-91.5723749025,-86.9401144695,-75.0320626289,-60.7320158309,-67.0106787982,36,10
186,-105.17742169,-81.1902198074,-77.2351536906,-62.6429295185,-71.6632750541,36,12
187,-103.28979698,-81.7687841674,-75.415343127,-69.7218680218,-71.6477988778,36,14
188,-103.29257352,-89.037537417,-76.127126938,-71.0492266584,-71.6458045552,36,16
189,-103.268510228,-88.7391100817,-81.4065855073,-72.2004006447,-71.6598975758,36,18
190,-99.4510084077,-101.393783699,-86.7062412991,-53.0942997979,-79.9826201832,38,0
191,-98.6652692256,-101.425268572,-86.7118919592,-52.4449131172,-76.1546190227,38,2
192,-92.4778456103,-101.415467881,-86.6726741826,-56.2590152921,-75.8798227317,38,4
193,-87.4869886728,-101.364021381,-86.5836552362,-59.040865297,-70.7647342931,38,6
194,-86.0490202988,-94.6744622743,-81.0718947022,-61.7722065982,-68.1760978483,38,8
195,-93.7778096055,-87.3765703606,-78.0400411195,-68.5406515604,-70.095745625,38,10
196,-106.00453645,-87.2935344582,-78.1258735218,-70.4934367712,-73.0385683002,38,12
197,-109.287997168,-81.1736225984,-78.4053632264,-64.808840066,-78.5338960382,38,14
198,-109.291155555,-96.8982608967,-81.3494923737,-66.0997717602,-78.5374105468,38,16
199,-109.263810839,-94.4961620633,-81.8001305361,-67.2262571021,-78.5050205109,38,18
