6	12	-57.8035715367	-58.9994496544	-69.1849327321	-85.7856969628	-86.2913064766	
6	14	-59.9407566196	-65.5444686687	-72.6141221145	-86.355282536	-82.1372057065	
6	16	-59.8957210407	-66.8580011422	-76.5380326896	-89.3728868708	-82.1391164252	
6	18	-60.2314574441	-72.8774055127	-77.3405724163	-91.0144100348	-82.1219821986	
8	0	-75.4788309349	-48.638769491	-72.5560734434	-96.6908651389	-77.269444903	
8	2	-71.381048415	-45.3670715889	-72.5535714584	-96.7048902309	-73.7591824964	
8	4	-65.8937329124	-46.6738113279	-72.567659262	-96.6873773473	-80.8419600803	
8	6	-60.8071296674	-50.3875834748	-72.5786230028	-96.6375167084	-70.988289992	
8	8	-59.5036597141	-53.9228344285	-69.8838091462	-97.8356341677	-71.0224667029	
8	10	-61.202630894	-61.2189705619	-70.4329758446	-91.0263303986	-72.8352174376	
8	12	-65.3627950352	-63.2056897652	-68.0094540396	-82.553962504	-79.3922035022	
8	14	-62.807956376	-65.2832964357	-75.2350308413	-90.8227143412	-81.1355505374	
8	16	-62.7842341512	-66.6546612673	-80.1023488312	-85.2601730584	-81.1379639924	
8	18	-62.972590626	-67.8408873732	-77.0052022244	-90.3758164126	-81.116120499	
10	0	-68.4794114491	-46.1406099642	-70.8982865975	-96.0350785966	-81.226856412	
10	2	-67.4333939332	-33.872711315	-70.8947328235	-96.0513903251	-76.0793888522	
10	4	-62.7074319261	-41.6196250049	-70.9128500642	-96.0310192906	-72.5306521518	
10	6	-65.0191723694	-48.8852956711	-70.9155970273	-100.483679739	-74.5087192874	
10	8	-63.6722273947	-58.3193372107	-68.6008327652	-91.3008170175	-69.6961731429	
10	10	-67.7614871206	-61.0193148897	-66.3263594982	-84.7167274737	-71.5894944639	
10	12	-66.4023798808	-63.0766174364	-70.1063670421	-81.4301107719	-77.9984005924	
10	14	-64.9650954765	-70.2540634036	-78.6398446402	-88.1443934516	-80.0029870512	
10	16	-64.9505422168	-71.6493435387	-75.7763116406	-89.7440918478	-80.0061335249	
10	18	-65.069687298	-72.8512162518	-72.493785941	-87.380416928	-79.9772971836	
12	0	-72.5243097283	-54.0012822817	-63.3627886217	-89.8159742619	-76.5255642643	
12	2	-68.3559667692	-52.9597326662	-63.3370109284	-89.8280628457	-75.6422050838	
12	4	-71.1487361948	-53.3720889089	-63.5009421313	-89.8129557401	-67.0966341803	
12	6	-68.5480257177	-54.7055448045	-63.7844610563	-93.9526970768	-73.7561586533	
12	8	-64.6921676166	-61.4894126294	-64.2375453253	-89.8931036104	-70.5115319272	
12	10	-69.2909959682	-63.6882288899	-68.1753115016	-83.8040422438	-70.2502345364	
12	12	-69.5277694604	-65.6506485999	-65.3748954465	-81.8940396045	-76.175345535	
12	14	-72.1970032145	-70.2770857551	-66.9338431886	-78.6839928559	-73.1939718076	
12	16	-72.1948063456	-71.6686551546	-68.0498891944	-83.9113347077	-73.1922002251	
12	18	-72.2099696536	-72.8672073222	-73.4979331734	-79.1194261763	-73.2050396872	
14	0	-69.7339683353	-58.8146228603	-60.7019771104	-89.0442872146	-76.1563295624	
14	2	-72.5859758252	-58.4211379049	-60.655124978	-89.0587380441	-75.2229407522	
14	4	-70.1888096643	-58.5607869927	-60.9385992661	-89.0406751938	-74.1845922891	
14	6	-66.4934761543	-59.0919628922	-61.3818815449	-92.844968571	-65.4619787536	
14	8	-70.8876304315	-63.6656263735	-65.6894574374	-89.0412749728	-69.3171216978	
14	10	-70.7012482679	-65.1396646221	-63.4096943866	-80.2628927341	-66.8632247173	
14	12	-76.7450795384	-66.4666678572	-64.9215672305	-80.9168489098	-68.9069659443	
14	14	-73.6427881056	-68.1293303851	-71.1365244465	-83.1044480242	-71.6644236931	
14	16	-73.6411820908	-69.2950759199	-72.4315379269	-80.8391875322	-71.661962892	
14	18	-73.6530371964	-75.2085404082	-73.5513138061	-85.805982698	-71.6784118003	
16	0	-81.4327170788	-67.288972159	-51.5049058229	-82.6907219926	-68.3973119503	
16	2	-76.2296311991	-67.2649247579	-51.3008967629	-82.6979708404	-67.3330811371	
16	4	-75.4540260524	-67.277817921	-52.5333031817	-82.6888853555	-69.8449327982	
16	6	-74.7652148938	-67.2786722139	-54.3811726599	-86.1958633857	-68.1703573962	
16	8	-71.9876050952	-62.6218775065	-60.8927594686	-82.4434247992	-63.348687163	
16	10	-70.9072126162	-63.2005666894	-62.8906361741	-80.3811372578	-67.230178754	
16	12	-78.6504585845	-67.7509260038	-64.5314539982	-74.71298235	-66.8722489882	
16	14	-80.3914773832	-76.4398481774	-71.1894656681	-77.2573836159	-64.3135878203	
16	16	-80.394349972	-77.2660446704	-72.4566665627	-75.1193112793	-64.2967133371	
16	18	-80.3681450825	-73.5075864782	-68.638009014	-83.0480889782	-64.4337660624	
18	0	-77.3989994978	-69.6939906705	-45.3327570363	-81.7538406533	-72.6781835504	
18	2	-76.7092278985	-69.6737744362	-44.4172179906	-81.7628735479	-71.4148797531	
18	4	-73.6322471571	-69.6820932923	-48.5687612834	-81.7515390546	-65.7806407746	
18	6	-75.564641952	-69.6988748472	-52.2260985019	-84.9393042776	-68.1534573497	
18	8	-73.0246053353	-67.2290131834	-60.3071809979	-81.2332432751	-62.4357858501	
18	10	-73.2261242172	-65.0811762312	-57.5238097118	-79.1691660023	-60.7460341976	
18	12	-79.8696434486	-65.5200013701	-59.2435453973	-73.7749256148	-62.631849187	
18	14	-81.4774223345	-73.8165163295	-66.1585134192	-74.1021606173	-61.9653815406	
18	16	-81.4796494748	-74.9000033212	-67.4109057905	-82.0264884466	-61.9367067195	
18	18	-81.4595493649	-78.9555941152	-63.4706221782	-79.5122770463	-62.1608509849	
20	0	-77.8102078229	-71.5730413912	-41.0334074368	-80.7032498643	-70.2626084458	
20	2	-74.6909771997	-71.5576940103	-37.9219607567	-80.7148209775	-73.8939509378	
20	4	-76.7111699571	-71.5633796691	-47.0303236388	-80.7002785789	-70.0416686034	
20	6	-74.5136257733	-71.580739387	-51.628764736	-83.5840333417	-68.2862158504	
20	8	-72.6815023953	-73.9496678551	-60.1425379772	-77.1748114131	-61.6778078713	
20	10	-74.3667017777	-69.3294332931	-62.3891878002	-72.726033679	-59.480573202	
20	12	-86.7359867435	-66.9965939463	-64.1736992314	-72.8433291023	-61.9480024999	
20	14	-82.44245802	-67.5425583064	-71.1656223727	-78.1493359048	-58.7510727447	
20	16	-82.4442364926	-75.3289186321	-67.3735939564	-78.4372217449	-58.6925717026	
20	18	-82.428318412	-76.2508577087	-68.4773764091	-85.2279674702	-59.1140009313	
22	0	-80.5649264357	-78.585664359	-54.0936950973	-74.0122968344	-67.7336166935	
22	2	-82.8160881062	-78.6196190308	-53.9017772366	-74.0061486833	-66.5378391945	
22	4	-82.5610603383	-78.6095614261	-54.8651990031	-74.0136700934	-65.1553362444	
22	6	-77.1992216838	-78.5496692873	-56.2937475541	-76.6958508268	-63.5178711014	
22	8	-73.8607068789	-75.4638848354	-63.0811280414	-76.9847082203	-61.0715137915	
22	10	-80.8872766004	-75.5884381782	-62.6688341887	-71.5579098447	-58.5081141632	
22	12	-88.0267823232	-71.030263863	-64.3680170551	-69.2738048464	-54.9901853014	
22	14	-88.8238377768	-76.2987463734	-71.187600926	-75.5383164179	-48.4439081417	
22	16	-88.8273808882	-73.307249404	-72.4502847534	-79.692772287	-48.1034513896	
22	18	-88.7963460303	-80.5890562977	-73.5519905916	-77.1090904778	-50.4182419894	
24	0	-81.2741038952	-79.9085058184	-58.9932234394	-72.6322513221	-62.5805762607	
24	2	-83.4425596374	-79.9330775763	-58.9248731275	-72.624048382	-61.3573159351	
24	4	-81.4080274648	-79.9257094308	-59.3205800682	-76.6521193795	-59.9334223882	
24	6	-78.0155445924	-79.8830838299	-59.9065685797	-75.1088645008	-58.2301057618	
24	8	-75.8171172976	-76.8361305876	-64.8398232258	-70.1467621135	-55.6555800612	
24	10	-81.9124398556	-76.8021676047	-66.1652538201	-67.8598663573	-52.850821631	
24	12	-90.7250328118	-71.9784607688	-67.3833137209	-71.0084993526	-48.7035625164	
24	14	-89.613812064	-72.5484039456	-73.6297665134	-78.3621067606	-40.3268370397	
24	16	-89.6167645124	-77.6314279384	-72.4516012851	-75.8967397541	-37.4133008056	
24	18	-89.590967172	-74.6140267816	-73.5609150867	-76.7639892718	-47.076115659	
26	0	-84.2631163182	-81.0550954276	-62.1327458116	-70.9910099188	-67.6837144848	
26	2	-84.0634796921	-81.0737223153	-62.0987297428	-70.979632822	-71.4867474791	
26	4	-84.0014775646	-81.068088222	-62.3107119882	-74.3850763053	-70.0641592435	
26	6	-77.5718808772	-81.0361775558	-62.66078593	-71.7384451947	-68.3616812245	
26	8	-76.6588828022	-78.0973902523	-63.2377783826	-68.5998697179	-60.8884151929	
26	10	-83.232765657	-77.9154399424	-67.5399053286	-69.2610866333	-58.2139398812	
26	12	-90.3638020423	-78.0049098428	-68.5093880114	-73.3544467478	-54.4079598064	
26	14	-90.3378189626	-73.3551887198	-74.0952334341	-74.487826359	-45.739742978	
26	16	-90.3403161403	-73.7780543876	-70.6702133766	-75.4989799296	-45.0820281691	
26	18	-90.318529706	-78.7866133541	-71.4961203211	-72.3183250088	-48.9052345844	
28	0	-89.9574192278	-87.5624664048	-69.9334691047	-63.5190624381	-72.7254061642	
28	2	-88.0340662793	-87.5975323267	-69.9291381478	-63.4330255265	-71.4996420453	
28	4	-84.7068163275	-87.5867173402	-69.9494419795	-66.3595922932	-70.0655398394	
28	6	-78.564144109	-87.5285090629	-69.9422951608	-64.0854384184	-68.3330179591	
28	8	-77.4631526809	-84.68269301	-67.9239126606	-67.0780505802	-61.4328554163	
28	10	-83.8021936926	-77.4413936436	-65.551711625	-71.4046246976	-59.077752211	
28	12	-96.9303699015	-78.946292203	-65.9977553444	-64.98925656	-60.8475705964	
28	14	-96.5204744118	-81.587567916	-74.5766869468	-66.5656187345	-57.1518851932	
28	16	-96.5238794278	-81.9938066946	-78.8345867756	-67.7231521744	-57.0692317811	
28	18	-96.4942926553	-79.5685647114	-79.4581285705	-73.1478202221	-57.6348055651	
30	0	-90.5446320751	-88.472458929	-71.7666400577	-60.9321050836	-72.701588778	
30	2	-90.5653834504	-88.5008371117	-71.7636787662	-60.7789537714	-71.4499693093	
30	4	-82.6622482508	-88.4920654488	-71.7796735343	-62.0592401607	-69.9760459742	
30	6	-79.538151786	-88.4451305323	-71.787839923	-61.4597385641	-64.1531901773	
30	8	-83.6804652172	-85.3742982623	-74.2950545057	-68.8870501226	-66.0695261033	
30	10	-84.6781751334	-79.9172603724	-69.900192097	-62.910707701	-64.8143541722	
30	12	-100.002457487	-79.8265800532	-67.3771368362	-64.4886468374	-61.444700716	
30	14	-97.1411959316	-82.3081743974	-67.9631508612	-70.6748293038	-60.8852617061	
30	16	-97.1441454881	-82.6176628236	-75.9728536076	-72.0392262658	-60.8487474451	
30	18	-97.1185243037	-83.0012540676	-76.8298461634	-70.5333908334	-61.1275335263	
32	0	-94.4662718444	-94.7978283936	-78.7851437518	-52.0775215202	-75.6020377876	
32	2	-91.1964497024	-94.8350040315	-78.7903088186	-51.4225932984	-74.9733291934	
32	4	-90.2456114137	-94.8234668695	-78.7524566221	-52.432951747	-73.4988340115	
32	6	-86.5952196309	-94.7624053119	-78.6542814101	-57.5267969556	-68.4614978114	
32	8	-84.4282590087	-86.8405512577	-73.5953482699	-60.1973673076	-67.5282303745	
32	10	-90.9993400023	-80.8295769712	-75.9056946544	-62.3274659604	-66.6002228722	
32	12	-98.8959828069	-79.0604409372	-71.5113398774	-64.0609892149	-66.0396512219	
32	14	-103.235425889	-88.5955269605	-80.0157627357	-70.743484782	-68.9880378264	
32	16	-103.238966818	-88.3288521622	-73.5177345826	-72.0748040934	-68.9837839037	
32	18	-103.208265545	-85.9772626362	-81.0171800345	-73.2255761864	-69.0055817901	
34	0	-96.9530063823	-95.5514956727	-80.0763662122	-46.9872192216	-80.3257236494	
34	2	-94.1830126061	-95.5827421774	-80.0801755629	-44.3753034037	-79.08974188	
34	4	-85.7086949182	-95.573035617	-80.0526999064	-51.393685833	-70.3357647864	
34	6	-79.1219216896	-95.5217924892	-79.9836367366	-56.3084540684	-69.5932121662	
34	8	-85.1459288661	-93.2833587197	-76.9231581143	-59.5121785538	-68.8454043478	
34	10	-91.8027793008	-87.1024515501	-77.0396741161	-61.87111126	-66.1399938877	
34	12	-105.310811924	-80.0439581115	-77.2693800788	-63.7349486386	-71.0275887687	
34	14	-103.778619903	-91.3189955356	-72.977395746	-65.7287092063	-71.0091097927	
34	16	-103.781745668	-89.0074765036	-81.2931750664	-67.0386400448	-71.0062848599	
34	18	-103.754664861	-89.1352811491	-74.7945579692	-68.1782504084	-71.0243050237	
36	0	-92.2309313813	-96.2445305784	-81.2000312577	-43.8769407518	-76.6471254952	
36	2	-90.8888723265	-96.271166573	-81.2029597767	-32.6286916135	-75.483173416	
36	4	-87.41635884	-96.2628859238	-81.182085197	-50.1697121344	-71.2604273103	
36	6	-85.1817036623	-96.2192618266	-81.1309536569	-55.8578137863	-70.6371964893	
36	8	-86.2197123713	-94.2227604536	-81.0395624597	-59.2802526767	-70.0696734595	
36	10	-92.5723749451	-87.9401145454	-76.0320625637	-61.7320158309	-68.0106786965	
36	12	-106.177421792	-82.190219749	-78.2351536946	-63.6429295185	-72.6632750541	
36	14	-104.28979698	-82.7687841868	-76.4153431804	-70.7218680218	-72.6477988778	
36	16	-104.29257352	-90.037537417	-77.1271269401	-72.0492266584	-72.6458045552	
36	18	-104.268510228	-89.7391100817	-82.4065855073	-73.2004006447	-72.6598975758	
38	0	-100.451008408	-102.393783699	-87.7062412991	-54.0942997979	-80.9826201616	
38	2	-99.6652692256	-102.425268572	-87.7118919592	-53.4449131172	-77.1546188191	
38	4	-93.477845694	-102.415467824	-87.6726742114	-57.2590149955	-76.8798229389	
38	6	-88.4869886038	-102.364021381	-87.5836552362	-60.040865297	-71.7647343849	
38	8	-87.049020241	-95.6744625302	-82.0718946428	-62.7722065982	-69.176097924	
38	10	-94.7778095295	-88.3765702302	-79.0400407708	-69.5406520046	-71.0957459211	
38	12	-107.004536497	-88.2935345275	-79.1258735181	-71.4934362025	-74.0385681616	
38	14	-110.287997168	-82.1736226929	-79.4053633199	-65.8088393371	-79.5338960382	
38	16	-110.291155555	-97.8982608967	-82.349492265	-67.0997733641	-79.5374105468	
38	18	-110.263810839	-95.4961620633	-82.8001303661	-68.2262578112	-79.5050205109	
